,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
6584,3033,China.pigfarm.SRR5976184_ctg_295249_00009,-,vanH,RF0153,1.2e-12,49.6,0.5,1.7e-12,49.1,0.5,1.1,1,0,0,1,1,1,1,Glycerate dehydrogenase     ,China.pigfarm.SRR5976184,ctg_295249,9
347,347,China.pigfarm.SRR5976186_ctg_474850_00001,-,adeC-adeK-oprM,RF0021,1.3e-12,49.6,13.4,3.3e-10,41.7,9.5,2.1,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_474850,1
21886,1769,China.pigfarm.SRR5976181_ctg_119390_00004,-,MexH,RF0099,2e-12,49.5,1.0,2.8e-12,49.0,1.0,1.1,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_119390,4
13862,669,China.pigfarm.SRR5976185_ctg_407717_00004,-,ClassB,RF0054,1.8e-12,49.5,0.0,2.2e-12,49.1,0.0,1.1,1,0,0,1,1,1,1,putative protein      ,China.pigfarm.SRR5976185,ctg_407717,4
17432,861,China.pigfarm.SRR5976183_ctg_102246_00019,-,ClassC-AmpC,RF0055,1.2e-12,49.5,0.0,6.9e-10,40.5,0.0,2.4,3,0,0,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_102246,19
13994,801,China.pigfarm.SRR5976185_ctg_45894_00072,-,ClassC-AmpC,RF0055,1.3e-12,49.5,0.0,7.2e-10,40.5,0.0,2.4,3,0,0,3,3,3,2,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_45894,72
19582,3011,China.pigfarm.SRR5976183_ctg_166195_00005,-,tet_ribosomoal_protect,RF0135,1e-12,49.5,1.4,1.5e-10,42.3,0.4,2.8,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976183,ctg_166195,5
20800,683,China.pigfarm.SRR5976181_ctg_379902_00009,-,Chlor_Efflux_Pump,RF0051,1.7e-12,49.5,5.1,1.9e-12,49.2,5.1,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtL   ,China.pigfarm.SRR5976181,ctg_379902,9
23073,2956,China.pigfarm.SRR5976181_ctg_364640_00002,-,tet_MFS_efflux,RF0134,1.4e-12,49.5,30.3,1.8e-12,49.1,30.3,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_364640,2
19581,3010,China.pigfarm.SRR5976183_ctg_71294_00037,-,tet_ribosomoal_protect,RF0135,1e-12,49.5,1.7,4.9e-11,43.9,0.2,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976183,ctg_71294,37
11294,1572,China.pigfarm.SRR5976187_ctg_224709_00004,-,MexE,RF0098,1.3e-12,49.5,3.5,5.2e-07,31.0,1.1,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_224709,4
10339,617,China.pigfarm.SRR5976187_ctg_225225_00003,-,Chlor_Efflux_Pump,RF0051,1.5e-12,49.5,5.1,1.8e-12,49.2,5.1,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtL   ,China.pigfarm.SRR5976187,ctg_225225,3
17195,624,China.pigfarm.SRR5976183_ctg_115310_00005,-,Chlor_Efflux_Pump,RF0051,1.6e-12,49.5,31.5,2e-12,49.1,31.5,1.0,1,0,0,1,1,1,1,putative transporter     ,China.pigfarm.SRR5976183,ctg_115310,5
626,626,China.pigfarm.SRR5976186_ctg_223432_00028,-,Chlor_Efflux_Pump,RF0051,1.7e-12,49.5,31.1,2.2e-12,49.0,31.1,1.1,1,0,0,1,1,1,1,putative transporter     ,China.pigfarm.SRR5976186,ctg_223432,28
10582,860,China.pigfarm.SRR5976187_ctg_297376_00003,-,ClassC-AmpC,RF0055,1.3e-12,49.4,0.0,6.2e-06,27.4,0.0,2.6,3,0,0,3,3,3,2,putative protein     ,China.pigfarm.SRR5976187,ctg_297376,3
18752,2181,China.pigfarm.SRR5976183_ctg_190579_00001,-,RND_efflux,RF0115,9.5e-13,49.4,23.2,1.4e-06,29.0,6.7,2.3,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_190579,1
11408,1686,China.pigfarm.SRR5976187_ctg_383164_00001,-,MexH,RF0099,2e-12,49.4,1.5,2.4e-12,49.1,1.5,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_383164,1
18753,2182,China.pigfarm.SRR5976183_ctg_189504_00019,-,RND_efflux,RF0115,9.8e-13,49.4,25.2,4.7e-08,33.9,9.1,2.7,3,0,0,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_189504,19
7095,332,China.pigfarm.SRR5976182_ctg_615821_00002,-,adeC-adeK-oprM,RF0021,1.1e-12,49.4,5.0,5.3e-11,43.9,4.3,2.5,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_615821,2
17433,862,China.pigfarm.SRR5976183_ctg_380310_00002,-,ClassC-AmpC,RF0055,1.3e-12,49.4,0.0,6.7e-06,27.4,0.0,2.6,3,0,0,3,3,3,2,putative protein     ,China.pigfarm.SRR5976183,ctg_380310,2
7096,333,China.pigfarm.SRR5976182_ctg_269636_00003,-,adeC-adeK-oprM,RF0021,1.2e-12,49.4,6.9,3.7e-12,47.7,2.9,2.1,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_269636,3
884,884,China.pigfarm.SRR5976186_ctg_568040_00011,-,ClassC-AmpC,RF0055,1.4e-12,49.4,0.0,6.2e-06,27.5,0.0,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976186,ctg_568040,11
21116,999,China.pigfarm.SRR5976181_ctg_203498_00003,-,DHA,RF0062,1.7e-12,49.4,0.1,8.3e-08,33.9,0.1,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976181,ctg_203498,3
21044,927,China.pigfarm.SRR5976181_ctg_528161_00003,-,ClassC-AmpC,RF0055,1.4e-12,49.4,0.0,6.8e-06,27.4,0.0,2.6,3,0,0,3,3,3,2,putative protein     ,China.pigfarm.SRR5976181,ctg_528161,3
3019,3019,China.pigfarm.SRR5976186_ctg_34198_00080,-,tet_ribosomoal_protect,RF0135,1.1e-12,49.4,1.8,4.8e-11,44.0,0.2,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976186,ctg_34198,80
23336,3219,China.pigfarm.SRR5976181_ctg_242315_00026,-,tet_ribosomoal_protect,RF0135,1.1e-12,49.4,1.8,4.8e-11,44.0,0.2,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_242315,26
20209,92,China.pigfarm.SRR5976181_ctg_736775_00006,-,adeA-adeI,RF0019,1.6e-12,49.4,8.2,1.6e-11,46.1,8.2,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976181,ctg_736775,6
23337,3220,China.pigfarm.SRR5976181_ctg_462184_00003,-,tet_ribosomoal_protect,RF0135,1.1e-12,49.4,0.9,3.6e-11,44.4,0.3,2.6,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_462184,3
12685,2963,China.pigfarm.SRR5976187_ctg_545188_00021,-,tet_ribosomoal_protect,RF0135,9.8e-13,49.4,1.8,4.4e-11,44.0,0.2,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_545188,21
6209,2658,China.pigfarm.SRR5976184_ctg_8376_00001,-,tet_ribosomoal_protect,RF0135,9.5e-13,49.4,3.0,2.2e-11,44.9,0.5,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_8376,1
3625,74,China.pigfarm.SRR5976184_ctg_197251_00017,-,adeA-adeI,RF0019,1.4e-12,49.4,8.2,1.4e-11,46.1,8.2,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976184,ctg_197251,17
13995,802,China.pigfarm.SRR5976185_ctg_573616_00007,-,ClassC-AmpC,RF0055,1.5e-12,49.4,0.0,2.3e-06,29.0,0.0,2.1,2,0,0,2,2,2,2,putative protein      ,China.pigfarm.SRR5976185,ctg_573616,7
13996,803,China.pigfarm.SRR5976185_ctg_492472_00013,-,ClassC-AmpC,RF0055,1.5e-12,49.4,0.0,7e-06,27.4,0.0,2.6,3,0,0,3,3,3,2,putative protein      ,China.pigfarm.SRR5976185,ctg_492472,13
6210,2659,China.pigfarm.SRR5976184_ctg_587229_00003,-,tet_ribosomoal_protect,RF0135,9.5e-13,49.4,0.9,3.2e-11,44.4,0.3,2.6,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_587229,3
8518,1755,China.pigfarm.SRR5976182_ctg_219044_00027,-,Qnr,RF0113,1.9e-12,49.3,31.9,4.3e-07,31.8,8.3,2.7,1,1,2,3,3,3,3,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_219044,27
4154,603,China.pigfarm.SRR5976184_ctg_74657_00005,-,ClassB,RF0054,1.7e-12,49.3,0.0,2.2e-12,48.9,0.0,1.0,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976184,ctg_74657,5
4296,745,China.pigfarm.SRR5976184_ctg_303969_00001,-,ClassC-AmpC,RF0055,1.3e-12,49.3,0.0,4e-05,24.7,0.0,2.2,2,0,0,2,2,2,2,D-aminopeptidase      ,China.pigfarm.SRR5976184,ctg_303969,1
10583,861,China.pigfarm.SRR5976187_ctg_232496_00004,-,ClassC-AmpC,RF0055,1.3e-12,49.3,0.0,2e-06,29.0,0.0,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976187,ctg_232496,4
6585,3034,China.pigfarm.SRR5976184_ctg_477367_00003,-,vanH,RF0153,1.4e-12,49.3,0.0,3.3e-12,48.2,0.0,1.5,1,0,0,1,1,1,1,Glyoxylate/hydroxypyruvate reductase B    ,China.pigfarm.SRR5976184,ctg_477367,3
16399,3206,China.pigfarm.SRR5976185_ctg_476432_00006,-,vanH,RF0153,1.7e-12,49.3,0.0,5.3e-12,47.7,0.0,1.6,2,0,0,2,2,2,1,Glyoxylate/hydroxypyruvate reductase A     ,China.pigfarm.SRR5976185,ctg_476432,6
3363,3363,China.pigfarm.SRR5976186_ctg_584491_00001,-,vanH,RF0153,1.6e-12,49.3,0.0,2.2e-12,48.9,0.0,1.1,1,0,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976186,ctg_584491,1
4295,744,China.pigfarm.SRR5976184_ctg_514790_00002,-,ClassC-AmpC,RF0055,1.3e-12,49.3,0.0,2e-06,29.0,0.0,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976184,ctg_514790,2
20906,789,China.pigfarm.SRR5976181_ctg_219162_00008,-,ClassB,RF0054,1.9e-12,49.3,0.0,2.5e-12,48.9,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_219162,8
757,757,China.pigfarm.SRR5976186_ctg_460215_00001,-,ClassB,RF0054,1.9e-12,49.3,0.0,2.5e-12,48.9,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976186,ctg_460215,1
756,756,China.pigfarm.SRR5976186_ctg_655890_00003,-,ClassB,RF0054,1.9e-12,49.3,0.0,5.8e-12,47.7,0.0,1.8,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_655890,3
13863,670,China.pigfarm.SRR5976185_ctg_255440_00006,-,ClassB,RF0054,2e-12,49.3,0.1,2.8e-12,48.8,0.1,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ     ,China.pigfarm.SRR5976185,ctg_255440,6
20905,788,China.pigfarm.SRR5976181_ctg_565901_00003,-,ClassB,RF0054,1.9e-12,49.3,0.0,5.8e-12,47.7,0.0,1.8,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_565901,3
13864,671,China.pigfarm.SRR5976185_ctg_94261_00001,-,ClassB,RF0054,2.1e-12,49.2,0.0,2.4e-12,49.0,0.0,1.0,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC     ,China.pigfarm.SRR5976185,ctg_94261,1
5955,2404,China.pigfarm.SRR5976184_ctg_318256_00007,-,tet_MFS_efflux,RF0134,1.5e-12,49.2,48.7,4.3e-10,41.1,29.1,1.7,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_318256,7
16937,366,China.pigfarm.SRR5976183_ctg_402820_00007,-,adeC-adeK-oprM,RF0021,1.6e-12,49.2,14.8,2.3e-12,48.7,14.8,1.1,1,0,0,1,1,1,1,Outer membrane efflux protein BepC  ,China.pigfarm.SRR5976183,ctg_402820,7
11784,2062,China.pigfarm.SRR5976187_ctg_113490_00118,-,Qnr,RF0113,2.3e-12,49.2,1.1,9.9e-12,47.2,1.1,1.9,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_113490,118
13865,672,China.pigfarm.SRR5976185_ctg_542655_00006,-,ClassB,RF0054,2.1e-12,49.2,0.0,2.4e-12,49.0,0.0,1.0,1,0,0,1,1,1,1,putative protein      ,China.pigfarm.SRR5976185,ctg_542655,6
13997,804,China.pigfarm.SRR5976185_ctg_469175_00003,-,ClassC-AmpC,RF0055,1.6e-12,49.2,0.0,2.6e-12,48.5,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_469175,3
16544,3351,China.pigfarm.SRR5976185_ctg_654383_00005,-,APH3'',RF0172,2.3e-12,49.2,0.4,1.8e-11,46.3,0.4,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12    ,China.pigfarm.SRR5976185,ctg_654383,5
3527,3527,China.pigfarm.SRR5976186_ctg_739824_00007,-,APH3'',RF0172,2.3e-12,49.2,0.4,1.8e-11,46.3,0.4,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976186,ctg_739824,7
758,758,China.pigfarm.SRR5976186_ctg_576895_00003,-,ClassB,RF0054,2e-12,49.2,0.1,1.4e-10,43.2,0.1,2.1,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_576895,3
1678,1678,China.pigfarm.SRR5976186_ctg_76928_00002,-,MexH,RF0099,2.5e-12,49.2,3.1,3.1e-12,48.8,3.1,1.1,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_76928,2
6212,2661,China.pigfarm.SRR5976184_ctg_485276_00003,-,tet_ribosomoal_protect,RF0135,1.2e-12,49.1,1.2,9.9e-11,42.8,0.3,3.0,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_485276,3
6211,2660,China.pigfarm.SRR5976184_ctg_72582_00020,-,tet_ribosomoal_protect,RF0135,1.2e-12,49.1,0.5,2.4e-11,44.8,0.5,2.2,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_72582,20
10584,862,China.pigfarm.SRR5976187_ctg_179360_00005,-,ClassC-AmpC,RF0055,1.6e-12,49.1,0.0,4.9e-12,47.5,0.0,1.7,2,0,0,2,2,2,1,D-aminopeptidase      ,China.pigfarm.SRR5976187,ctg_179360,5
7480,717,China.pigfarm.SRR5976182_ctg_200257_00010,-,ClassC-AmpC,RF0055,1.4e-12,49.1,0.0,4.1e-12,47.5,0.0,1.7,2,0,0,2,2,2,1,D-aminopeptidase      ,China.pigfarm.SRR5976182,ctg_200257,10
13040,3318,China.pigfarm.SRR5976187_ctg_436698_00013,-,vanH,RF0153,1.8e-12,49.1,0.0,2.7e-12,48.5,0.0,1.3,1,0,0,1,1,1,1,Glycerate dehydrogenase     ,China.pigfarm.SRR5976187,ctg_436698,13
5538,1987,China.pigfarm.SRR5976184_ctg_113745_00024,-,SubclassB3,RF0125,1.7e-12,49.1,0.2,3.8e-12,48.0,0.2,1.5,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_113745,24
16653,82,China.pigfarm.SRR5976183_ctg_159922_00001,-,adeA-adeI,RF0019,1.9e-12,49.1,5.0,1.2e-09,39.9,5.0,2.6,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_159922,1
20907,790,China.pigfarm.SRR5976181_ctg_656957_00047,-,ClassB,RF0054,2.1e-12,49.1,0.0,2.5e-12,48.9,0.0,1.0,1,0,0,1,1,1,1,putative protein     ,China.pigfarm.SRR5976181,ctg_656957,47
13507,314,China.pigfarm.SRR5976185_ctg_35081_00037,-,adeC-adeK-oprM,RF0021,1.9e-12,49.0,11.3,8.5e-10,40.3,7.6,2.1,2,0,0,2,2,2,2,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_35081,37
8160,1397,China.pigfarm.SRR5976182_ctg_274577_00005,-,MexH,RF0099,2.2e-12,49.0,0.4,2.4e-12,48.8,0.4,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_274577,5
20559,442,China.pigfarm.SRR5976181_ctg_513591_00003,-,adeC-adeK-oprM,RF0021,1.9e-12,49.0,9.7,1.9e-12,49.0,9.7,2.5,2,1,1,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_513591,3
6586,3035,China.pigfarm.SRR5976184_ctg_551734_00002,-,vanH,RF0153,1.8e-12,49.0,0.0,2.7e-12,48.5,0.0,1.3,1,0,0,1,1,1,1,Glycerate dehydrogenase     ,China.pigfarm.SRR5976184,ctg_551734,2
14781,1588,China.pigfarm.SRR5976185_ctg_277927_00004,-,MexH,RF0099,3e-12,48.9,8.3,3.9e-12,48.5,8.3,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_277927,4
14782,1589,China.pigfarm.SRR5976185_ctg_217927_00004,-,MexH,RF0099,3e-12,48.9,0.7,8.3e-05,24.4,0.1,3.1,2,1,1,3,3,3,2,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_217927,4
1679,1679,China.pigfarm.SRR5976186_ctg_587917_00017,-,MexH,RF0099,2.9e-12,48.9,8.2,3.8e-12,48.5,8.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976186,ctg_587917,17
11411,1689,China.pigfarm.SRR5976187_ctg_560993_00005,-,MexH,RF0099,2.7e-12,48.9,0.9,3.9e-12,48.3,0.9,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_560993,5
13866,673,China.pigfarm.SRR5976185_ctg_327187_00007,-,ClassB,RF0054,2.5e-12,48.9,0.0,3.2e-12,48.6,0.0,1.1,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_327187,7
7220,457,China.pigfarm.SRR5976182_ctg_553965_00007,-,Chlor_Acetyltrans_CAT,RF0050,2.6e-12,48.9,0.0,4.8e-12,48.0,0.0,1.4,1,1,0,1,1,1,1,Virginiamycin A acetyltransferase    ,China.pigfarm.SRR5976182,ctg_553965,7
23339,3222,China.pigfarm.SRR5976181_ctg_311636_00005,-,tet_ribosomoal_protect,RF0135,1.7e-12,48.8,2.6,5.2e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_311636,5
3020,3020,China.pigfarm.SRR5976186_ctg_563377_00006,-,tet_ribosomoal_protect,RF0135,1.7e-12,48.8,2.6,5.1e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976186,ctg_563377,6
6214,2663,China.pigfarm.SRR5976184_ctg_17176_00011,-,tet_ribosomoal_protect,RF0135,1.5e-12,48.8,2.6,4.6e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_17176,11
6213,2662,China.pigfarm.SRR5976184_ctg_151653_00011,-,tet_ribosomoal_protect,RF0135,1.4e-12,48.8,2.0,3e-12,47.8,0.3,2.3,3,0,0,3,3,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_151653,11
19583,3012,China.pigfarm.SRR5976183_ctg_87886_00010,-,tet_ribosomoal_protect,RF0135,1.7e-12,48.8,2.6,5.1e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976183,ctg_87886,10
23074,2957,China.pigfarm.SRR5976181_ctg_668425_00003,-,tet_MFS_efflux,RF0134,2.3e-12,48.8,26.2,3.6e-12,48.2,26.2,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_668425,3
23715,3598,China.pigfarm.SRR5976181_ctg_387548_00004,-,vanH,RF0153,2.3e-12,48.8,0.5,2.8e-11,45.3,0.5,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976181,ctg_387548,4
9346,2583,China.pigfarm.SRR5976182_ctg_36866_00004,-,tet_ribosomoal_protect,RF0135,1.3e-12,48.8,0.7,1.7e-10,41.8,0.2,2.7,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_36866,4
3364,3364,China.pigfarm.SRR5976186_ctg_223426_00004,-,vanH,RF0153,2.3e-12,48.8,0.0,5.8e-12,47.5,0.0,1.6,1,1,0,1,1,1,1,Glyoxylate/hydroxypyruvate reductase A    ,China.pigfarm.SRR5976186,ctg_223426,4
9345,2582,China.pigfarm.SRR5976182_ctg_3041_00011,-,tet_ribosomoal_protect,RF0135,1.3e-12,48.8,2.6,4e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_3041,11
12686,2964,China.pigfarm.SRR5976187_ctg_500672_00011,-,tet_ribosomoal_protect,RF0135,1.5e-12,48.8,2.6,4.7e-12,47.2,1.0,2.4,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_500672,11
23338,3221,China.pigfarm.SRR5976181_ctg_474894_00001,-,tet_ribosomoal_protect,RF0135,1.7e-12,48.8,2.3,7.4e-11,43.4,0.4,2.5,1,1,1,2,2,2,1,Translation initiation factor IF-2   ,China.pigfarm.SRR5976181,ctg_474894,1
20560,443,China.pigfarm.SRR5976181_ctg_733023_00009,-,adeC-adeK-oprM,RF0021,2.2e-12,48.8,4.1,4.5e-12,47.8,1.5,2.0,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_733023,9
23716,3599,China.pigfarm.SRR5976181_ctg_263570_00008,-,vanH,RF0153,2.4e-12,48.8,0.1,2e-11,45.8,0.1,2.0,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976181,ctg_263570,8
20908,791,China.pigfarm.SRR5976181_ctg_713541_00007,-,ClassB,RF0054,2.7e-12,48.8,0.0,3.9e-12,48.3,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase     ,China.pigfarm.SRR5976181,ctg_713541,7
20909,792,China.pigfarm.SRR5976181_ctg_656007_00018,-,ClassB,RF0054,2.9e-12,48.7,0.0,3.5e-12,48.5,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976181,ctg_656007,18
23849,3732,China.pigfarm.SRR5976181_ctg_237858_00002,-,APH3'',RF0172,3.3e-12,48.7,0.3,2.6e-11,45.7,0.3,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_237858,2
23717,3600,China.pigfarm.SRR5976181_ctg_178974_00003,-,vanH,RF0153,2.5e-12,48.7,0.1,2.1e-11,45.7,0.1,2.0,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976181,ctg_178974,3
13041,3319,China.pigfarm.SRR5976187_ctg_170754_00014,-,vanH,RF0153,2.3e-12,48.7,0.1,2e-11,45.7,0.1,2.0,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976187,ctg_170754,14
9614,2851,China.pigfarm.SRR5976182_ctg_540301_00003,-,vanH,RF0153,2e-12,48.7,0.1,1.7e-11,45.7,0.1,2.0,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976182,ctg_540301,3
4155,604,China.pigfarm.SRR5976184_ctg_145252_00010,-,ClassB,RF0054,2.6e-12,48.7,0.0,3.1e-12,48.5,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976184,ctg_145252,10
7378,615,China.pigfarm.SRR5976182_ctg_309108_00003,-,ClassB,RF0054,2.3e-12,48.7,0.0,2.8e-12,48.4,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976182,ctg_309108,3
17298,727,China.pigfarm.SRR5976183_ctg_654590_00001,-,ClassB,RF0054,2.9e-12,48.7,0.0,3.4e-12,48.5,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976183,ctg_654590,1
16400,3207,China.pigfarm.SRR5976185_ctg_691571_00008,-,vanH,RF0153,2.6e-12,48.7,0.1,2.2e-11,45.7,0.1,2.0,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase      ,China.pigfarm.SRR5976185,ctg_691571,8
5031,1480,China.pigfarm.SRR5976184_ctg_360032_00004,-,MexH,RF0099,3e-12,48.7,6.1,2.1e-11,45.9,0.3,2.1,2,0,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976184,ctg_360032,4
759,759,China.pigfarm.SRR5976186_ctg_66717_00010,-,ClassB,RF0054,3e-12,48.7,0.0,3.6e-12,48.4,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976186,ctg_66717,10
13508,315,China.pigfarm.SRR5976185_ctg_400222_00008,-,adeC-adeK-oprM,RF0021,2.4e-12,48.7,23.0,4.2e-12,47.9,23.0,1.3,1,0,0,1,1,1,1,Outer membrane efflux protein BepC   ,China.pigfarm.SRR5976185,ctg_400222,8
13867,674,China.pigfarm.SRR5976185_ctg_272314_00004,-,ClassB,RF0054,3.1e-12,48.7,0.0,3.7e-12,48.4,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC     ,China.pigfarm.SRR5976185,ctg_272314,4
551,551,China.pigfarm.SRR5976186_ctg_166652_00005,-,Chlor_Acetyltrans_CAT,RF0050,3.9e-12,48.6,0.1,5.8e-12,48.1,0.1,1.3,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976186,ctg_166652,5
8618,1855,China.pigfarm.SRR5976182_ctg_260095_00004,-,RND_efflux,RF0115,1.3e-12,48.6,34.5,3.8e-08,33.8,8.6,2.2,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_260095,4
